Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"(""EJScreen"" OR ""EPA EJScreen"" OR ""Environmental Justice Screening and Mapping Tool"" OR ""EPA EJ Screen"" OR ""EJ Screen"" OR ""EPA environmental justice mapping tool"" OR ""Environmental justice screening tool (EPA)"" OR ""EJScreen v2.0"" OR ""EJScreen 2020"" OR ""...","Google Scholar",678,2098,2,1049.00,3.09,766.50,391.58,2.66,21,31,36,5.25,11,1381.50,37.17,499.76,19.13,13.17,"2025-09-15 09:55:53",383.25,5.50,38.5,47.3,34,2023,2024,2098,257,174,85,12,17
