Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"(""EJScreen"" OR ""EPA EJScreen"" OR ""Environmental Justice Screening and Mapping Tool"" OR ""EPA EJ Screen"" OR ""EJ Screen"" OR ""EPA environmental justice mapping tool"" OR ""Environmental justice screening tool (EPA)"" OR ""EJScreen v2.0"" OR ""EJScreen 2020"" OR ""...","Google Scholar",341,2191,4,547.75,6.43,849.85,204.64,2.62,24,38,28,6.26,14,707.50,26.60,276.11,24.92,14.28,"2025-08-29 15:47:17",212.46,3.50,54.6,67.1,19,2021,2022,2191,121,84,41,8,13
