Query,Source,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA
"(""Environmental Justice Index"" OR ""CDC Environmental Justice Index"" OR ""ATSDR Environmental Justice Index"" OR ""CDC EJI"" OR ""Environmental justice composite index (CDC)"" OR ""EJI 2022"" OR ""EJI 2024 update"" OR ""Environmental Justice health index"") from 20...","Google Scholar",116,209,3,69.67,1.80,68.53,54.63,3.26,8,11,16,2.13,4,180.67,13.44,57.07,6.86,4.80,"2025-09-15 07:45:25",22.84,1.33,53.1,62.7,3,2022,2025,209,45,26,14,2,7
